Phone Number,Message,Received,Spam
JX-REGINF ,Received,    / //  ///         -/   /         .              //   .,1
JX-REGINF ,Received,"If any Central Govt/Bank/Insurance Or Central Govt. Undertaking employee demands bribe, please complain to CBI  Anti-Corruption Branch Mumbai on 0000-0000 Or email to sp0000acmum@cbi.gov.in",1
JX-REGINF ,Received,"""    / //         /     CBI, ACB, Mumbai   . 0000-0000  sp0000acmum@cbi.gov.in   ,""",1
JX-REGINF ,Received,"Dear all, If received SMS about electricity going to be disconnected, it could be fraud SMS. Be alert, don't click any link or call - Navi Mumbai Police.",1
JX-REGINF ,Received,"Narcotics Control Bureau, Mumbai Zonal Unit requests you to join the fight against drug abuse. Please click on the e-pledge link below, take the pledge and get your certificate. Please also share the link with your friends and family. Link: https://pledge.mygov.in/fightagainstdrugabuse/",1
JX-REGINF ,Received,"    / /         /       /   CBI, ACB, Mumbai    0000  /SMS/WhatsApp   sp0000acmum@cbi.gov.in   .",1
JX-REGINF ,Received,Got message from relative/friend/colleague asking for money/coupons? Could be FRAUD. Always Recheck and Reconfirm - Maharashtra Cyber Department,0
JX-REGINF ,Received,"If any State Govt. employee demands bribe, contact Addl.CP ACB Mumbai on 0000, e-mail: addlcpacbmumbai@mahapolice.gov.in - By ACB Mumbai",0
JX-REGINF ,Received,"If any Central Govt/Bank/Insurance Or Central Govt. Undertaking employee demands bribe, please complain to CBI Anti-Corruption Branch Mumbai on 0000-0000 Or Mobile No. 0000 through Call/SMS/WhatsApp Or email to sp0000acmum@cbi.gov.in",0
JX-REGINF ,Received,"  !           , -,   https://www.csk.gov.in  ""   ""       -  ",1
JX-REGINF ,Received,"Staysafeonline: Never share OTP, PIN, CVV, Expiry Date, Debit/Credit card detail with anyone. For more info, visit https://www.mygov.in/staysafeonline",0
JX-REGINF ,Received,"Staysafeonline: Do not click on unknown links received through emails/messages/social media. For more info, visit https://www.mygov.in/staysafeonline",0
JX-RRSMRT ,Received,"Dear Customer,Budhwar Bonus@SMART Bazaar/Superstore/Point,Mumbai! Onion Rs 0000/Kg,Potao Rs 0000/Kg,Coconut Rs 0000/Pc, bit.ly/0000fEjdbk TC",1
JX-RUPFLT ,Received,LIVE SOUTH MUMBAI LIFE AT SUBURBAN PRICE Ruparel Realty presents Vivanza @ BYCULLA 0000&0000 BHK STARTING FROM 0000.0000CR* (ALL INCL.) P0000 Call: 0000,1
JX-RUPHOM ,Received,"Millennia Lifestyle
at Parel's Skyscraper Street
0000BHK residences Starts at 0000.0000Cr All In
Construction in Full Swing
Ruparel Millennia at Parel
0000",1
JX-SAEVNT ,Received,Hi I am shreya ..call Me- 0000 want to meet your Location call me. TeamOCSAMeetTTBS,1
JX-TDYGBL ,Received,"NO EMI TILL POSSESSION!
with CODENAME SHUBHARAMBH @Kharghar Annexe 
TODAY GLOBAL brings 0000-0000BHKs @0000.0000L*
Pick-drop available
Call 0000
TDYGBL",1
JX-THOABL ,Received,"Own land with sea views At 0000,0000PM T&C Offer Ends On Sunday Launching TomorroWorld @ANJARLE House of Abhinandan Lodha Call 0000
WA- rb.gy/jen0000us",1
JX-THOABL ,Received,"Seaside Plots@ANJARLE, Goa of tmrw!
Just 0000hrs from Mumbai
Launching TomorroWorld@0000,0000*p.m ALL-IN 0000.0000L
To Avail Mahurat offers wa.link/s0000u0000zu",1
JX-THOABL ,Received,"Book coastal lifestyle plots in Mahurat & save upto 0000L
Cape of Bliss DAPOLI@ 0000.0000 Lacs
0000 min from beach
HoABL

0000

bit.ly/LodhaDapoli",1
JX-THYCRE ,Received,"Dear Customer,
Aarogyam winter basic @ 0000 for 0000 VIT-D,VIT-B0000,Lipid,LFT,KFT, TSH,CBC,HbA0000C Free Collection 0000 www.bookmytest.in
TRCLAB",1
JX-TRAIND ,Received,Please note that telecom Companies do not ask for OTP/PIN to upgrade SIM to enable 0000G services. Do not share personal details like OTP/PIN/Password with anybody. Also be cautious of fraudulent offers through malicious links in the name of upgrading to 0000G services.,1
JX-URBCOM ,Received,"Hey,
Please spare 0000 mins to tell us about your Salon for Men experience. Click here - https://b.ubcp.in/LHsjI
- Urban Company",1
JX-VENAYA ,Received,Thanks for your interest in Astrology. Our astrology expert will contact you soon.Call - 0000 VINAYAK ASTROLOGY PVT. LTD.,1
JX-YESBNK ,Received,"Transaction attempted on 0000-0000-0000, 0000:0000: at RAPIDAPI +0000 CA on your YES BANK Debit Card ending 0000 has been declined due to technical issue.",1
JZ-JIOCNM ,Received,0000 is your one time password (OTP) to log in to JioCinema. Please enter OTP to proceed - Io0000gnU0000ydVr,1
JZ-JIOPAY ,Received,"Netflix subscription plan on Jio Number 0000 has been successfully changed as per your request. 
New Netflix subscription plan chosen by you: Mobile 
Additional Netflix subscription charges/month: Rs. 0000 (Chargeable on prorated basis)
To manage your account with MyJio app, click www.jio.com/GetMyJio",0
JZ-JIOPAY ,Received,"Your 0000-Oct-0000 e-bill for Jio Number 0000 has been sent to SANDIPANARNAD@HOTMAIL.COM.
Bill Summary : 
Bill period : 0000-Sep-0000 to 0000-Oct-0000

Total Amount payable : Rs. 0000.0000
Payment due date: 0000-NOV-0000
To view your bill, click http://jio.com/my_bills",0
QP-AJMRKL ,Received,"""Launching
Pinnacle 0000&0000 Bed Deck Homes @0000L+
0000:0000 Easy pay plan
Expansive views
Codename Millennium Star
@OneKalyan
AJMERA
RERAReg
XR0000
Call 0000",1
QP-AJMRKL ,Received,"Launching
Pinnacle 0000&0000 Bed Deck Homes  0000L+
0000:0000 Easy pay plan
Expansive views
Codename Millennium Star
 OneKalyan
AJMERA
RERAReg
XR0000
0000",1
QP-AJMRKL ,Received,"Launching
#TheFinalTower
XL 0000&0000 Bed Deck Homes starting  0000.0000L+
0000:0000 PayPlan
Grand Finale
 OneKalyan
AJMERA
RERAReg
XR0000
0000",1
QP-AJMRKL ,Received,"Launching 
#TheFinalTower @ OneKalyan AJMERA
XL 0000&0000 Bed Deck Homes @0000.0000L+
Rewards worth Rs.0000k before 0000Nov
RERAReg
To enq - https://wa.link/aiacsb",1
QP-AJMRKL ,Received,Launching Final Tower@OneKalyan Ajmera XL0000&0000 Bed Deck Homes starting@0000.0000L+ Rewards upto 0000Lac before 0000-Dec 0000:0000PayPlan RERAReg 0000 / Vgl.one/A0000RYHdz0000e ,1
QP-AJMRKL ,Received,"HURRY!Final Tower@OneKalyanAJMERA
Book by 0000Dec &get 0000:0000PayPlan & Gold coin worth 0000K
XL0000&0000 Bed Deck Homes@0000.0000L+
RERARg 0000 / Vgl.one/AdPSS0000H0000R ",1
QP-AJMRKL ,Received,"Exclusive Christmas Offers
worth 0000 Lacs up for grabs
Book XL 0000&0000 Bed Deck Homes starting@0000.0000L+
#TheFinal Tower
@OneKalyan
AJMERA
RERAReg
XR0000
0000",1
QP-AJMRKL ,Received,"YearEndBonanza#TheFinalTower
@OneKalyanAJMERA
XL0000&0000 Bed Deck Homes@0000.0000L+
Modular Kitchen worth 0000 Lac
0000:0000Plan
RERAReg {0000 / Vgl.one/AYMPt0000SZz }",1
QP-AJMRKL ,Received,"YearEndBonanza#TheFinalTower
@OneKalyanAJMERA
XL0000&0000 Bed Deck Homes@0000.0000L+
Modular Kitchen worth 0000 Lac
0000:0000Plan
RERAReg {0000 / Vgl.one/AcIvG0000E0000U }",1
QP-AKIKOG ,Received,"You are pre-qualified for Lifetime FREE IDFC Bank Credit Card. Get Interest Free Cash withdrawal. Apply
https://bit.ly/0000adufSa AKIKOG",1
QP-AKIKOG ,Received,"Apply for Lifetime Free l D F C First Credit Card with Zero Interest on Cash withdrawal, GET NOW https://idfcfir.st/0000c0000 AKIKOG",1
QP-AKIKOG ,Received,"Few Days left for Lifetime Free offer IDFC First Credit Card, Get instant limit Upto 0000 lakh, Interest free Cash, GET NOW https://idfcfir.st/0000c0000 AKIKOG",1
QP-AKIKOG ,Received,"Apply for Lifetime Free FREE-FOR-LIFE First Cred Crd with Zero Interest on Cash withdrawal, GET NOW https://idfcfir.st/0000c0000 AKIKOG",1
QP-ANNDAN ,Received,"Hare Krishna
On this most Auspicious Janmashtami
Get Blessings of LORD
Support Annadaan by Hare Krishna Movement
Donate: hkm.org.in
Avail 0000-G Tax Benefit",1
QP-AVCNOW ,Received,Join our Live Webinar on November 0000 at 0000 PM to discover how you can use Data Science to your advantage and further your career with IIM Calcutta's Advanced Programme in Data Sciences. Get all your questions answered by Programme Directors Professor Debashis Saha & Professor Manisha Chakrabarty. Register Now: bit.ly/0000V0000jlc Team VCNow,1
QP-AxisBk ,Received,"Dear Customer, payment of Rs. 0000.0000 towards your Axis Bank Credit Card XXXX0000 has been received on 0000-AUG-0000. Thank You.",0
QP-AXISBK ,Received,"Spent
Card no. XX0000
TWD 0000
0000-0000-0000 0000:0000:0000
newebpa*MEG
Avl Lmt INR 0000.0000
SMS BLOCK 0000 to 0000, if not you - Axis Bank",0
QP-AXISBK ,Received,"Debit
INR 0000.0000
A/c no. XX0000
0000-0000-0000 0000:0000:0000
UPI/P0000M/0000/Zepto/Axis Bank/pai
SMS BLOCKUPI Cust ID to 0000, if not you - Axis Bank",0
QP-AXISBK ,Received,"Debit
INR 0000.0000
A/c no. XX0000
0000-0000-0000 0000:0000:0000
UPI/P0000M/0000/CREDPAYLI/Axis Bank
SMS BLOCKUPI Cust ID to 0000, if not you - Axis Bank",0
QP-BAYNAT ,Received,"Hello, Your Appointment can confirm For Entertainment Existing For meet-ng call  0000  BNATHS",1
QP-CARTFK ,Received,"Dear Customer,
Call 
0000 
TODAY to get a great deal for your car 
with a hassle-free RC transfer post sale! 
Visit 
bit.ly/0000G0000CbTv 
-CARS0000",1
QP-CARTFT ,Received,"Dear Customer, 
Call 0000 to sell your old car for a great price and get paid instantly! 

Book inspection  bit.ly/0000HQSy0000 
-CARS0000",1
QP-CASHFI ,Received,"Hi  Cashifier,
Few more steps to sell your  Lenovo Tab K0000 FHD 0000.0000 (0000 GB/0000 GB) LTE  on Cashify.
Hurry! Complete order: cshfi.in/amXNre
 -Cashify",1
QP-CASHFI ,Received,"Hi  Cashifier,
EXTRA 0000 Offer- Ends tomorrow!
Use code WCC0000 & get upto Rs.0000 MORE. Avail free pick up at home & sell your phone now: cshfi.in/amKVcO
 -Cashify",1
QP-CASHFI ,Received,"Hi  Cashifier,
Now get 0000% extra resale value for your used phone up to Rs. 0000 on Cashify.
& get up to 0000% more on vouchers.
Sell it now: cshfi.in/dmz0000yg
Use coupon code CSH0000 -Cashify",1
QP-CASHFI ,Received,"Hi  Cashifier,
EXTRA 0000 Offer- Ends tomorrow!
Use code WCC0000 & get upto Rs.0000 MORE. Avail free pick up at home & sell your phone now: cshfi.in/fmTgLo
 -Cashify",1
QP-CASHFI ,Received,"Hi  Cashifier, 
we have upto 0000% extra value for your old Lenovo Tab K0000 FHD 0000.0000 (0000 GB/0000 GB) LTE.
Simply opt for voucher payment
Sell Now on Cashify:  cshfi.in/fmhxP0000 -Cashify",1
QP-CASHFI ,Received,"Hi  Cashifier,
EXTRA 0000 Offer- Ends tomorrow!
Use code TAB0000 & get upto Rs.0000 MORE. Avail free pick up at home & sell your tablet now: cshfi.in/nmRgjO -Cashify",1
QP-CASHIY ,Received,"Dear Customer, Please use OTP 0000 to complete the login process. Kindly ignore this message, if not initiated by you. Team Cashify.",0
QP-DLHVRY ,Received,Your AMAZON package with AWB 0000 will be picked today. Share the code - 0000 to initiate the pickup. - Delhivery,0
QP-DOMINO ,Received,"<#>Dear Customer, your Domino's login OTP is 0000
@m.dominos.co.in #0000 CxLLAPJi0000h+",0
QP-DOMINO ,Received,Thanks for choosing Domino's.We will deliver your order hot & fresh at the earliest|Order no. 0000 |Amount:Rs. 0000.0000 |Track order@ https://bit.ly/0000C0000rv0000O,0
QP-DOSTYY ,Received,"Dosti Tulip@ Thane W
0000 &0000 BHK@Rs.0000.0000Cr*onwards.
0000.0000% Home Loan Interest
for 0000 Months/Pre-EMI Holiday
0000% SDR Charges
RERA Reg.
*T&C Apply.
Call: 0000",1
QP-EASEMY ,Received,"Travel Carnival Sale @ EaseMyTrip.com

Get flat upto 0000/- OFF on Flights, Hotels & Holidays

Hurry!
Download EaseMyTrip App now
click: https://emt.bz/bDccd",1
QP-EASEMY ,Received,"EaseMyTrip Refund Assurance @ Zero extra fees

Get full-refund on flights, if you cancel due to illness or sickness.

For details:
click: https://emt.bz/ZFekR",1
QP-hdcash ,Received,Dear ICICI Credit Card coustmar Your Reward Points Worth Rs.0000 has been expire 0000-0000-0000 your points in Cash here this Click https://getlivepoint.co.in dlf,1
QP-HMHOND ,Received,TODAY { FULL SATISFACTION } ONLY { 0000 } { BANGKOK } Bubble Ther@py & NURU M@del Staffs HYGIENIC { NERUL } {  0000 / 0000 } HMHOND,1
QP-HOABAL ,Received,"Reclaim your half year at your own CelebrationLand
Foothills of Matheran
Starting Rs.0000.0000L+
Call Now https://wa.link/qsgsp0000
HoABL",1
QP-HOABLR ,Received,"Invest in the Lap of Nature,
NA Villa Plots From House of Abhinandan Lodha Matheran
Starts from 0000.0000lacs.
https://wa.link/iy0000c0000r
0000",1
QP-HTSITE ,Received,"Dear tutor, get parent contact details of tuition you applied by upgrading to premium http://bit.ly/0000nhTeGS HomeTutorSite.com",1
QP-IoansM ,Received,"Congrats, Get Upto 0000 Lakh Personal Loan Instantly, Please Complete the Process https://upwrds.in/0000Ri0000thMsb For More Details 0000 LoansMudra. GMSI",1
QP-KLYBRL ,Received,"Birla-Vanya-Kalyan
Quality, Integrity & Commitment
Lavish 0000/0000/0000/0000 BHK Starts-0000.0000L All in
0000:0000 Pay-Plan
Design-Hafeez C
Brochure- wa.link/Birla-Kalyan
RDKLYN",1
QP-KNWHUT ,Received,"Learn to build a viral game like Wordle from scratch using HTML0000 & CSS0000!! You don't want to miss this opportunity. Date : February 0000,0000(Tuesday) Time: 0000:0000 PM - 0000:0000 PM IST seats are filling fast. Click here to register v.db0000.in/0000c0000XG0000 KNWHUT",1
QP-LIVOTP ,Received,<#> Sony LIV OTP is 0000. Use this to verify your mobile. - SonyLIV PGocbsuCPY0000,0
QP-LNTFIN ,Received,"Dear Sandipan, Encash your pre-approved Personal Loan offer of Rs 0000 Lacs by L&T Finance. Click here https://bit.ly/0000Ptjewh to apply.",1
QP-LNTFIN ,Received,"Dear Sandipan,live your dreams with L&T Finance instant Personal Loan of Upto 0000lacs.Click herehttps://bit.ly/0000Ptjewh to apply.",1
QP-LNTFPL ,Received,"Dear Sandipan, Encash your pre-approved Personal Loan offer of Rs 0000 lakh by L&T Finance. Click here https://planet.ltfs.com/LTFS-CL/ to apply.",1
QP-LNTFPL ,Received,"Dear Sandipan,get Pre-approved Personal Loan from L&T Finance,upto 0000lakh .To APPLY CLICK https://planet.ltfs.com/LTFS-CL/",1
QP-LNTFPL ,Received,"Dear Sandipan,finance your needs with a pre-approved Personal Loan of upto 0000Lakh from L&T Finance.To APPLY CLICK https://planet.ltfs.com/LTFS-CL/",1
QP-LNTFPL ,Received,"Dear Sandipan,need backup funds?Get a pre-approved Personal Loan of upto 0000 lakh from L&T Finance.To APPLY CLICK https://planet.ltfs.com/LTFS-CL/",1
QP-LNTFPL ,Received,"Dear Sandipan,achieve your goals with a pre-approved Personal Loan of upto 0000lakh from L&T Finance.To APPLY CLICK https://planet.ltfs.com/LTFS-CL/",1
QP-LODHAA ,Received,"LODHA LAUNCHES CROWN Kolshet,Thane
0000BHK: 0000 L
0000BHK with deck:0000L
0000.0000% home loan rate till 0000
Great Amenities
RERARgd
0000",1
QP-MICLRL ,Received,"MICL presents Aaradhya Parkwood Near SGNP
Premium 0000&0000 BHK Homes
Starting 0000L* with green views
& 0000+ amenities
Fixed EMI @Rs. 0000*/month
Call 0000
*T&C",1
QP-MYLEVE ,Received,"Hi 0000XX,
Rs.0000 Special BONUS for you !
Win Brand NEW SUV CAR today!
PrizePool - 0000.0000 CRORES
IND vs ENG T0000 Match on My0000Circle
Click smsd.in/ewVlzLjo",1
QP-MYNTRA ,Received,"Sandipan, come back & save more
Get 0000-0000% + Extra Rs.0000 Off on your order
Use MISSYOU
Free Shipping @ Myntra's End Of Reason Sale
smsd.in/mofQmwAu",1
QP-MYTNEU ,Received,"Hi Sandipan, Get Extra Rs 0000 + Min 0000% off on appliances & electronics + 0000% card offers! Shop now on Tata Neu https://tneu.in/GgOeGAfS -T&C apply",1
QP-MYTNEU ,Received,"Hi Sandipan, Get Boat, Noise Earbuds starting Rs 0000 + Extra Rs 0000 off + card offers & 0000% NeuCoins! Shop on Tata Neu https://tneu.in/upzYwgA0000 T&C apply",1
QP-MYTNEU ,Received,"Hi Sandipan, Get pTron, Zebronics Bluetooth Neckbands starting Rs 0000 + Extra 0000% off + 0000% NeuCoins! Shop on Tata Neu https://tneu.in/vXLEGs0000p T&C apply",1
QP-MYTNEU ,Received,"Hi Sandipan, Get Single Door Refrigerator starting Rs 0000 + Extra Rs 0000 off + Express Delivery! Shop on Tata Neu https://tneu.in/mlIonfHd T&C apply",1
QP-NKGSBK ,Received,As you must be aware all Mobile operators have started 0000G services. Fraudsters can call you to update your Sim card from 0000G to 0000G and ask for  an OTP. Do not fall prey to this trap. Do not provide OTP to anyone. Be vigilant. Be cyber safe.- NKGSB Bank,1
QP-NNacre ,Received,You can contact Kumar at +0000-0000 Team 0000acres,0
QP-NNacre ,Received,You can contact SANJAY at +0000-0000 Team 0000acres,0
QP-NOBRKR ,Received,"Hi Sandipan, 
Your shortlisted property in Dombivli is rented out. Here is the link for similar properties: http://nobr.kr/sv/y0000J0000. 
NoBroker",0
QP-NOBRKR ,Received,"Hi Sandipan, 
Your shortlisted property in Kavesar is rented out. Here is the link for similar properties: http://nobr.kr/sv/Zdwy0000. 
NoBroker",0
QP-NOBRKR ,Received,"Hi Sandipan, 
Your shortlisted property in Thane is rented out. Here is the link for similar properties: http://nobr.kr/sv/P0000BR0000. 
NoBroker",0
QP-NOBRKR ,Received,"Hi Sandipan, 
Your shortlisted property in Dombivli East is rented out. Here is the link for similar properties: http://nobr.kr/sv/LbDh0000. 
NoBroker",0
QP-NOBRKR ,Received,"Hi Sandipan, 
Your shortlisted property in Thane West is rented out. Here is the link for similar properties: http://nobr.kr/sv/xHDP0000. 
NoBroker",0
QP-NOBRKR ,Received,"Hi Sandipan, 
Your shortlisted property in Dombivli (east) is rented out. Here is the link for similar properties: http://nobr.kr/sv/xvhv0000. 
NoBroker",0
QP-NOBRKR ,Received,"Hi Sandipan, 
Your shortlisted property in Ghodbunder is rented out. Here is the link for similar properties: http://nobr.kr/sv/kh0000D0000. 
NoBroker",0
QP-NOBRKR ,Received,"Hi Sandipan, 
Your shortlisted property in Dombivli East is rented out. Here is the link for similar properties: http://nobr.kr/sv/0000Rkkd0000. 
NoBroker",0
QP-NOBRKR ,Received,"Hi Sandipan, 
Your shortlisted property in Dombivli is rented out. Here is the link for similar properties: http://nobr.kr/sv/KPPxj0000. 
NoBroker",0
QP-NOBRKR ,Received,"Hi Sandipan, 
Your shortlisted property in Thane West is rented out. Here is the link for similar properties: http://nobr.kr/sv/MPCDp0000. 
NoBroker",0
QP-NOBRKR ,Received,"Hi Sandipan, 
Your shortlisted property in Thane West  is rented out. Here is the link for similar properties: http://nobr.kr/sv/s0000v0000q0000. 
NoBroker",0
QP-NOBRKR ,Received,"Hi Sandipan, 
Your shortlisted property in Thane West is rented out. Here is the link for similar properties: http://nobr.kr/sv/0000JMqK0000. 
NoBroker",0
QP-NOBRKR ,Received,"Hi Sandipan, 
Your shortlisted property in Chole Gaon is rented out. Here is the link for similar properties: http://nobr.kr/sv/HLBPK0000. 
NoBroker",0
QP-ONSITE ,Received,"0000 is your Onsitego Verification Code for Account Login. 
Do not share the code with anyone for the safety of your account. 
MrLo0000orxlqO\ -Onsitego",0
QP-ONSITE ,Received,"Still ,confused? Don't wait too long! Here's special 0000% discount code for you that you can use during checkout: CART0000. Hurry! Click here to buy the plan: https://onst.in/0000a0000YH0000 -Onsitego",0
QP-PHEASY ,Received,"Hi Sandipan Dutta, Please click on the link below to fill in your health information for a better consultation experience. https://peasy.in/iPhU0000M .Team Pharmeasy",1
QP-PHRMSY ,Received,"Hi , its time to reorder GLYCOMET SR 0000MG STRIP OF 0000 TABLETS and ROZUCOR 0000MG STRIP OF 0000 TABLETS, order now with PharmEasy and get flat 0000% Off. *T&C https://peasy.in/HWqB0000R",1
QP-PHRMSY ,Received,Unlock super savings: Enjoy FLAT 0000% OFF + quick delivery on medicines. Use code PEASY0000 and order right away! *TC PharmEasy https://peasy.in/FhUECC,1
QP-POLBAZ ,Received,"Dear Customer, 0000 is your verification code as requested online, this code is valid for the next 0000 minutes. Team Policybazaar",0
QP-PRESRL ,Received,"Presenting Siesta
@Prestige City Mulund
0000Bhk 0000SqFt with 0000SFt
sky lounge overlooking views
of Yogi Hills & Mumbai Skyline@0000.0000Cr+
0000
wa.link/h0000z0000",1
QP-PRESTJ ,Received,"Presenting Siesta
@Prestige City Mulund
0000Bhk 0000SqFt with 0000SFt
sky lounge overlooking views
of Yogi Hills & Mumbai Skyline@0000.0000Cr+
0000
wa.link/qmsf0000o",1
QP-PRESTJ ,Received,"Presenting Siesta
@The Prestige City, Mulund
0000BHKs with Wrap
Around Sky Lounge
@0000.0000Cr+.Savings of upto 0000L till 0000st Dec
Call: 0000
RERA Reg
*T&C
Immense",1
QP-PRESTJ ,Received,"Pre-Launching
Final tower
@The Prestige City,Yogi Hills Mulund
A Lifetime of Staycation
Pre-bookings open
0000BHK@0000.0000Cr+
0000
https://wa.link/u0000ave
Imense",1
QP-PRESTJ ,Received,"Enjoy A Lifetime
Of Staycation in Bellanza
@The Prestige City,Mulund
Check-in to the exclusivity
0000Level Clubhouse
0000BHK 0000.0000+Cr
0000
bit.ly/0000lLtiG0000
Imens",1
QP-PRESTJ ,Received,"Lifetime of Staycation in Bellanza
@The Prestige City,Mulund
Hill Facing
0000&0000Bed+Deck@0000.0000Cr+
0000+Amenities
0000Level clubhouse
Call 0000
bit.ly/0000fFmD
Immens",1
QP-PRESTJ ,Received,"Lifetime of Staycation in Bellanza
@The Prestige City,Mulund
Hill Facing
0000&0000Bed+Deck@0000.0000Cr+
0000+Amenities
0000Level clubhouse
Call 0000
bit.ly/0000yvb0000jz
Immens",1
QP-PRESTJ ,Received,"Avail month end offers
before prices rise in Bellanza
@The Prestige City,Mulund
Experience NXTLevel
0000&0000Bed homes@0000.0000Cr+
Call: 0000
Immens",1
QP-QUIKRR ,Received,"Reply received to ur ad Lenovo Tab K0000 WiFi 0000GB...:
Buyer Details: kousik.fjc0000, 0000,
kousik.fjc0000@gmail.com - Quikr",1
QP-QUIKRR ,Received,"Reply received to ur ad only 0000 weeks old new ma...:
Buyer Details: ujjawal0000kumar, 0000,
ujjawal0000kumar@gmail.com - Quikr",1
QP-RCKDEL ,Received,"Rocking Deals -New Range of LED TVs, Kitchen Items, Laptops, shoes & Sports Goods, Glassware, Lunchboxes, Hot&cold Bottle etc in stock !",1
QP-RCKDEL ,Received,"Rocking Deals Garden sale is back at Faridabad-Get FLAT0000% OFF on Shoes & Sports, 0000-0000% Kitchen App,0000% Speakers-Offer valid on 0000th Oct between 0000to0000PM T&CApply",1
QP-RCKDEL ,Received,"Rocking Deals Garden sale is back at Sarai-Get FLAT0000% OFF on Shoes & Sports, 0000-0000% Kitchen App,0000% Speakers-Offer valid on 0000rd Nov between 0000To0000PM T&CApply",1
QP-RCKDEL ,Received,"Rocking Deals Garden sale is back at Sarai-Get FLAT0000% OFF on Shoes & Sports, 0000-0000% Kitchen App,0000% Speakers-Offer valid on 0000rd Nov between 0000-0000PM T&C Apply",1
QP-ROOPSG ,Received,"ROOP SANGAM KALYAN

CELEBRATE THIS DURGA POOJA  WITH
EXCLUSIVE  KOLKATA COTTON & SILK
SAREES & READYMADE DRESSES

& MENS KURTA COLLECTION

0000",1
QP-RUNWAL ,Received,"ONE LAST TIME!
Embrace an indulgent life
with Hill views at Runwal Sanctuary, Mulund W.
Homes starting @0000.0000Cr*
Book now
& avail 0000:0000:0000.
0000
Rera Regd",1
QP-SAMCCC ,Received,Greetings from Samsung. Please share OTP 0000 with our service executive to confirm device delivery and click rml.fm/vdc0000Sa to share your feedback,1
QP-SATAIM ,Received,"Presenting CODENAME:
NEXT LEVEL
@Kharghar by Satyam Developers
Book ur 0000,0000&0000 BHK
Luxurious homes
& Get Rental Income
Upto 0000 P.m
T&c
Call: 0000
Immense",1
QP-SBIUPI ,Received,"Dear SBI User, your A/c X0000-debited by Rs0000.0000 on 0000Jun0000 transfer to AMAZONPA Ref No 0000. If not done by u, fwd this SMS to 0000/Call 0000 or 0000 to block UPI -SBI",0
QP-SBIUPI ,Received,"Dear SBI User, your A/c X0000-debited by Rs0000.0000 on 0000Jun0000 transfer to Jio Platforms Ref No 0000. If not done by u, fwd this SMS to 0000/Call 0000 or 0000 to block UPI -SBI",0
QP-SBJCPL ,Received,Congratulation! You are eligible for a AU BANK Credit Card with limit upto 0000 Lakhs.T & C Applied. Apply Now v.db0000.in/0000HnVn0000 SBJ,1
QP-SELNOW ,Received,"Dear Customer,
Sell your car for a great price.
Give a missed call
0000
and get paid instantly.
Visit
bit.ly/0000HQSy0000
to book home inspection now!
-CARS0000",1
QP-SELNOW ,Received,"Dear User,
Selling your car just got easy!
 
Book no cost inspection & 
get quote in 0000 mins!
 
 Miss Call: 0000
 Or
 Click: bit.ly/0000HQSy0000
 -CARS0000",1
QP-SHAADI ,Received,"Dear Sandipan D, your Diamond Plus Membership on Shaadi.com is expiring soon. Click https://t.shaadi.com/0000/0000D0000CU to Renew. For any help, call us on +0000-0000.",1
QP-SHAADI ,Received,"Alert! Your Diamond Plus Membership on Shaadi.com will expire on 0000th Aug 0000. Click https://t.shaadi.com/C/O0000EPc to Renew. For any help, call us on +0000-0000.",1
QP-SHAADI ,Received,"Hi Sandipan D, Check out these 0000 New Matches that meet your preferences. Visit https://t.shaadi.com/p/bCdNF now! -Team Shaadi",1
QP-SHAADI ,Received,"Hi Sandipan D, 0000 members have visited your profile and may be interested in you. 
Click https://t.shaadi.com/W/u0000kr to view",1
QP-SOILMB ,Received,"Unbelievable price for 0000BHK
@malad W.E highway
All Amenities
few flats available
Rera P0000
Call 0000
bit.ly/0000LzKJTp
Immens",1
QP-SWIGGY ,Received,What's your honest opinion about Swiggy Instamart? Please tell us by filling out this little survey: www.gs.im/l/rJ0000ufwbu0000,1
QP-TATNEU ,Received,"Hi Sandipan, boAt Airdopes In-Ear Truly Wireless Earbuds starting Rs 0000 + Special 0000% off only for you! Shop on Tata Neu https://tneu.in/0000GGprzkT T&C apply",1
QP-TBALAJ ,Received,"Apply for lifetime free IDFC FIRST Credit Card with interest-free withdrawals & Low Interest rates ,Get Instant Limit . Apply Now v.db0000.in/0000WGBT SRIBALJI
",1
QP-TDHATU ,Received,"Presenting Anacode OMG!
@Chembur, Mumbai
0000BHK Deck Residences
starts @Rs 0000.0000*Cr all in
#ThinkChemburThinkTridhaatu
MahaRERA reg
T&CApply
Call 0000
TDHATU",1
QP-TIMESG ,Received,"Greetings from The Times of India!!
Pickup today's Newspaper to check out the Times Special article on India's 0000 years of Independence.",1
QP-TIMESG ,Received,"Hi, it's been a while since you visited the TOI ePaper website ! Login now to avail an introductory offer on the all-new TOI ePaper PLUS a host of engaging content services ! Visit now https://bit.ly/0000dw0000AlM",1
QP-URNCOM ,Received,"Hey Sandipan Dutta,
We'd love to serve you again!
Get amazing deals on Cleaning, Salon, Massage & more with UC Festive Sale.
Book now: https://tinyurl.com/cjru0000hb0000
- Urban Company",1
